vdT,LSR
# phi1=2, phi2=2pi/3
4.000000059604644775e-01,5.691956590376575642e-01
8.689655065536499023e-01,5.689985155015104823e-01
1.337931036949157715e+00,4.961484340421625783e-01
1.806896567344665527e+00,4.347046986446397310e-01
2.275862216949462891e+00,4.056909275446587970e-01
2.744827747344970703e+00,4.185431343982844443e-01
3.213793277740478516e+00,4.154049725749050515e-01
3.682758808135986328e+00,4.024353858260876216e-01
4.151724338531494141e+00,4.066071628139982796e-01
4.620689868927001953e+00,3.922485553420341775e-01
5.089655399322509766e+00,4.024586426451484122e-01
5.558620929718017578e+00,3.870036128708094214e-01
6.027586460113525391e+00,3.934391382982172503e-01
6.496551990509033203e+00,3.953819321500723349e-01
6.965517520904541016e+00,4.021267805554185615e-01
7.434482574462890625e+00,3.913964962883791365e-01
7.903448104858398438e+00,3.941119774813542920e-01
8.372413635253906250e+00,4.065083282203411641e-01
8.841379165649414062e+00,4.059581795989821162e-01
9.310344696044921875e+00,4.098829865265065098e-01
9.779310226440429688e+00,4.007747018155941587e-01
1.024827575683593750e+01,4.139485661150972273e-01
1.071724128723144531e+01,4.006027368840442415e-01
1.118620681762695312e+01,4.113582765601316305e-01
1.165517234802246094e+01,4.273580696633892950e-01
1.212413787841796875e+01,4.179894180768631284e-01
1.259310340881347656e+01,4.266591538181367382e-01
1.306206893920898438e+01,4.239963205960093906e-01
1.353103446960449219e+01,4.526219006877847950e-01
1.400000000000000000e+01,4.463184447904596230e-01
1.400000000000000000e+01,4.463184447904596786e-01
1.489655208587646484e+01,4.556896622954602627e-01
1.579310321807861328e+01,4.755163878819029799e-01
1.668965530395507812e+01,4.817270151680755341e-01
1.758620643615722656e+01,4.977851175364269576e-01
1.848275947570800781e+01,5.022180065967245532e-01
1.937931060791015625e+01,5.162996224020943714e-01
2.027586174011230469e+01,5.229548301636914864e-01
2.117241287231445312e+01,5.173357979296250297e-01
2.206896591186523438e+01,5.395566029632320459e-01
2.296551704406738281e+01,5.385710990030342371e-01
2.386206817626953125e+01,5.595244371431534747e-01
2.475862121582031250e+01,5.638544920787782466e-01
2.565517234802246094e+01,5.605852936827521171e-01
2.655172348022460938e+01,5.677074093035519020e-01
2.744827651977539062e+01,5.823028002523716884e-01
2.834482765197753906e+01,5.706705479507586665e-01
2.924137878417968750e+01,5.785449780428737476e-01
3.013793182373046875e+01,5.649062536739172247e-01
3.103448295593261719e+01,5.792562813141424183e-01
3.193103408813476562e+01,5.644426484949346401e-01
3.282758712768554688e+01,5.803928841541607930e-01
3.372413635253906250e+01,5.682246115296994970e-01
3.462068939208984375e+01,5.722909023497175784e-01
3.551724243164062500e+01,5.734662069342105761e-01
3.641379165649414062e+01,5.678450524281963840e-01
3.731034469604492188e+01,5.745493120803157883e-01
3.820689773559570312e+01,5.597796883484501551e-01
3.910344696044921875e+01,5.879775294712410449e-01
4.000000000000000000e+01,5.791224008650208699e-01
4.000000000000000000e+01,5.791224008650207589e-01
4.125000000000000000e+01,5.758764557424883579e-01
4.250000000000000000e+01,5.757818572560320369e-01
4.375000000000000000e+01,5.826241538674842291e-01
4.500000000000000000e+01,5.601548637848490220e-01
4.625000000000000000e+01,5.626532249678409814e-01
4.750000000000000000e+01,5.677652926300041925e-01
4.875000000000000000e+01,5.684822908999710434e-01
5.000000000000000000e+01,5.685419735712580191e-01
5.125000000000000000e+01,5.567515196244255948e-01
5.250000000000000000e+01,5.530503514873644777e-01
5.375000000000000000e+01,5.351201179972833177e-01
5.500000000000000000e+01,5.389854654953203372e-01
5.625000000000000000e+01,5.411736863886209559e-01
5.750000000000000000e+01,5.348164095234728688e-01
5.875000000000000000e+01,5.255015063748559312e-01
6.000000000000000000e+01,5.210235572594071884e-01
6.125000000000000000e+01,5.316093275107049987e-01
6.250000000000000000e+01,5.222150225724220274e-01
6.375000000000000000e+01,5.286155641191179200e-01
6.500000000000000000e+01,5.091233895743404458e-01
6.625000000000000000e+01,5.005113961220630792e-01
6.750000000000000000e+01,4.974932274260101539e-01
6.875000000000000000e+01,5.006458793036826505e-01
7.000000000000000000e+01,4.946588333105987889e-01
7.000000000000000000e+01,4.946588333105987889e-01
7.157894897460937500e+01,4.924006886329551635e-01
7.315789794921875000e+01,4.867034149202714710e-01
7.473683929443359375e+01,4.830857327461014483e-01
7.631578826904296875e+01,4.759877541951107460e-01
7.789473724365234375e+01,4.750216110108306244e-01
7.947368621826171875e+01,4.705973095658292360e-01
8.105263519287109375e+01,4.659783069345062034e-01
8.263157653808593750e+01,4.611431944089300350e-01
8.421052551269531250e+01,4.732034757978599293e-01
8.578947448730468750e+01,4.602482783503957786e-01
8.736842346191406250e+01,4.507883953275707567e-01
8.894736480712890625e+01,4.598517853560020185e-01
9.052631378173828125e+01,4.445920205476494025e-01
9.210526275634765625e+01,4.372277393499117704e-01
9.368421173095703125e+01,4.632304019553809549e-01
9.526316070556640625e+01,4.538658115682542848e-01
9.684210205078125000e+01,4.433917710472040641e-01
9.842105102539062500e+01,4.457277441350121494e-01
1.000000000000000000e+02,4.477676458430295825e-01
1.015789489746093750e+02,4.353363957066604950e-01
1.031578979492187500e+02,4.348659514839181006e-01
1.047368392944335938e+02,4.391484131250654177e-01
1.063157882690429688e+02,4.236565122006132889e-01
1.078947372436523438e+02,4.274224929584733434e-01
1.094736862182617188e+02,4.307915444753155354e-01
1.110526351928710938e+02,4.281177223401894660e-01
1.126315765380859375e+02,4.322428699906259442e-01
1.142105255126953125e+02,4.160418876111490194e-01
1.157894744873046875e+02,4.211486013778031334e-01
1.173684234619140625e+02,4.342011003559193005e-01
1.189473648071289062e+02,4.086332170345571280e-01
1.205263137817382812e+02,4.104311087094797417e-01
1.221052627563476562e+02,4.094330676382823553e-01
1.236842117309570312e+02,4.328503351605771376e-01
1.252631607055664062e+02,4.148078574580221778e-01
1.268421020507812500e+02,4.192437596391188626e-01
1.284210510253906250e+02,4.156378617120244923e-01
1.300000000000000000e+02,4.173829887048104426e-01
1.315789489746093750e+02,4.149265180161788025e-01
1.331578979492187500e+02,4.067176994093205655e-01
1.347368469238281250e+02,4.148730724569348882e-01
1.363157958984375000e+02,4.011441788408582898e-01
1.378947296142578125e+02,4.085397074955244845e-01
1.394736785888671875e+02,4.232425131912653793e-01
1.410526275634765625e+02,4.119015270509978066e-01
1.426315765380859375e+02,4.060300477641489159e-01
1.442105255126953125e+02,4.115463609954614355e-01
1.457894744873046875e+02,4.112173269072981197e-01
1.473684234619140625e+02,4.047712622737745236e-01
1.489473724365234375e+02,3.938375298610617969e-01
1.505263214111328125e+02,3.988753738612095812e-01
1.521052703857421875e+02,4.009074587808317269e-01
1.536842041015625000e+02,4.047979507311770808e-01
1.552631530761718750e+02,4.188185863158642719e-01
1.568421020507812500e+02,4.050990969148818843e-01
1.584210510253906250e+02,4.199799748874546435e-01
1.600000000000000000e+02,4.147938235865211154e-01
1.631578979492187500e+02,4.041481150883236007e-01
1.663157958984375000e+02,3.976269111890599617e-01
1.694736785888671875e+02,3.979038675652459278e-01
1.726315765380859375e+02,4.049644321549411008e-01
1.757894744873046875e+02,4.058088131370130025e-01
1.789473724365234375e+02,3.956698134322110816e-01
1.821052703857421875e+02,3.997951020575274406e-01
1.852631530761718750e+02,4.009992458876560639e-01
1.884210510253906250e+02,3.958126599358134379e-01
1.915789489746093750e+02,4.028910440198304466e-01
1.947368469238281250e+02,3.922643495962129245e-01
1.978947296142578125e+02,3.990558906776977000e-01
2.010526275634765625e+02,3.867972459814531527e-01
2.042105255126953125e+02,3.895031223067784709e-01
2.073684234619140625e+02,4.024662228234412997e-01
2.105263214111328125e+02,3.949263805150886042e-01
2.136842041015625000e+02,3.965781559606561535e-01
2.168421020507812500e+02,3.949732398648777565e-01
2.200000000000000000e+02,4.043677187726813504e-01
2.215789489746093750e+02,3.884984165035802461e-01
2.231578979492187500e+02,3.909073841804896476e-01
2.247368469238281250e+02,3.960220293032254424e-01
2.263157958984375000e+02,3.834355954355824769e-01
2.278947296142578125e+02,3.939565108774569779e-01
2.294736785888671875e+02,3.854416740610530634e-01
2.310526275634765625e+02,3.880591857994039606e-01
2.326315765380859375e+02,3.921819863367633774e-01
2.342105255126953125e+02,3.930133942975527206e-01
2.357894744873046875e+02,3.955888119548856552e-01
2.373684234619140625e+02,3.864952995663350488e-01
2.389473724365234375e+02,3.976024192249839606e-01
2.405263214111328125e+02,4.027239191293392473e-01
2.421052703857421875e+02,3.814951856485577220e-01
2.436842041015625000e+02,3.920041845381008194e-01
2.452631530761718750e+02,3.946697889079515686e-01
2.468421020507812500e+02,3.924471609946194040e-01
2.484210510253906250e+02,3.963064720393587592e-01
2.500000000000000000e+02,3.916300857587753370e-01
2.526315765380859375e+02,4.046451465420889959e-01
2.552631530761718750e+02,3.923098530169875642e-01
